Statement,Correct,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Instr.started,Instr.stopped,EndInstr.keys,EndInstr.rt,EndInstr.started,EndInstr.stopped,fixcross.started,fixcross.stopped,text.started,text.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.started,key_resp.stopped,Timer.started,Timer.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,11.051538984058425,None,e,2.2002857560291886,16.03481515101157,None,,,,,,,,,,,,15,001,2021_Nov_14_1429,InfinityThesisTest5,2021.2.3,59.42081946521666,
Time  goes on forever,e,0,0,0,2,,,,,,,18.28531039110385,18.784682880039327,18.752287695067935,None,e,1,0.9945471420651302,18.752287695067935,None,None,None,15,001,2021_Nov_14_1429,InfinityThesisTest5,2021.2.3,59.42081946521666,
Numbers are finite,i,0,1,1,3,,,,,,,19.785228765103966,20.30046702909749,20.267274519079365,None,e,0,4.127243825001642,20.267274519079365,None,23.268415965884923,None,15,001,2021_Nov_14_1429,InfinityThesisTest5,2021.2.3,59.42081946521666,
An inch cannot go on forever,e,0,2,2,4,,,,,,,24.43587261205539,24.93515231506899,24.919064557994716,None,i,0,3.539209234993905,24.919064557994716,None,27.919749666866846,None,15,001,2021_Nov_14_1429,InfinityThesisTest5,2021.2.3,59.42081946521666,
A minute is infinite,i,0,3,3,0,,,,,,,28.485458338051103,28.98556407308206,28.969587153056636,None,i,1,3.4477099180221558,28.969587153056636,None,31.969619037862866,None,15,001,2021_Nov_14_1429,InfinityThesisTest5,2021.2.3,59.42081946521666,
Space has an end,i,0,4,4,1,,,,,,,32.45275208703242,32.95310988207348,32.919702929095365,None,i,1,3.02022421406582,32.919702929095365,None,35.92017838386819,None,15,001,2021_Nov_14_1429,InfinityThesisTest5,2021.2.3,59.42081946521666,
