1.6468 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
9.6007 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1440, 900]. Using actual size
10.2741 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x147688cc0>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x145f86ef0>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1440,  900]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
10.2745 	EXP 	window1: mouseVisible = True
10.2745 	EXP 	window1: recordFrameIntervals = False
10.4405 	EXP 	window1: recordFrameIntervals = True
10.6240 	EXP 	window1: recordFrameIntervals = False
11.0569 	EXP 	Created fixcross = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0.0, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='fixcross', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.1, 0.1]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
11.0733 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
11.0990 	EXP 	Imported InfinityThesisTest5.xlsx as conditions, 5 conditions, 2 params
11.0997 	EXP 	Created sequence: random, trialTypes=5, nReps=1, seed=None
11.1000 	EXP 	New trial (rep=0, index=0): {'Statement': 'Time is infinite', 'Correct': 'e'}
11.1724 	EXP 	text: text = 'Time is infinite'
11.1724 	EXP 	fixcross: autoDraw = True
11.6751 	EXP 	text: autoDraw = True
11.6902 	EXP 	fixcross: autoDraw = False
12.6933 	EXP 	New trial (rep=0, index=1): {'Statement': 'A minute is finite', 'Correct': 'e'}
12.7075 	DATA 	Keypress: e
12.7225 	EXP 	fixcross: autoDraw = False
12.7225 	EXP 	text: autoDraw = False
12.7225 	EXP 	text: text = 'A minute is finite'
12.7225 	EXP 	fixcross: autoDraw = True
13.2069 	EXP 	text: autoDraw = True
13.2235 	EXP 	fixcross: autoDraw = False
13.7246 	EXP 	New trial (rep=0, index=2): {'Statement': 'An inch is endless', 'Correct': 'i'}
13.7354 	DATA 	Keypress: e
13.7572 	EXP 	fixcross: autoDraw = False
13.7572 	EXP 	text: autoDraw = False
13.7572 	EXP 	text: text = 'An inch is endless'
13.7572 	EXP 	fixcross: autoDraw = True
14.2399 	EXP 	text: autoDraw = True
14.2569 	EXP 	fixcross: autoDraw = False
14.9309 	DATA 	Keypress: i
14.9415 	EXP 	New trial (rep=0, index=3): {'Statement': 'Space goes on forever', 'Correct': 'e'}
14.9728 	EXP 	fixcross: autoDraw = False
14.9728 	EXP 	text: autoDraw = False
14.9728 	EXP 	text: text = 'Space goes on forever'
14.9728 	EXP 	fixcross: autoDraw = True
15.4563 	EXP 	text: autoDraw = True
15.4719 	EXP 	fixcross: autoDraw = False
16.0252 	EXP 	New trial (rep=0, index=4): {'Statement': 'Numbers have an end', 'Correct': 'i'}
16.0351 	DATA 	Keypress: e
16.0564 	EXP 	fixcross: autoDraw = False
16.0564 	EXP 	text: autoDraw = False
16.0564 	EXP 	text: text = 'Numbers have an end'
16.0564 	EXP 	fixcross: autoDraw = True
16.5236 	EXP 	text: autoDraw = True
16.5572 	EXP 	fixcross: autoDraw = False
17.0287 	DATA 	Keypress: e
17.0404 	EXP 	fixcross: autoDraw = False
17.0404 	EXP 	text: autoDraw = False
17.3188 	EXP 	window1: mouseVisible = True
