fixedcross.started,fixedcross.stopped,Statement1.started,Statement1.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
11.762275749002583,12.26243133097887,12.34593309398042,None,e,0.9993301909998991,12.34593309398042,None,4,001,2021_Nov_03_1556,softwaretest1,2021.2.3,59.81881241664673,
