Statement,Correct,n,SlowKey.corr_mean,SlowKey.corr_raw,SlowKey.corr_std,SlowKey.keys_raw,SlowKey.rt_mean,SlowKey.rt_raw,SlowKey.rt_std,SlowKey.started_mean,SlowKey.started_raw,SlowKey.started_std,SlowKey.stopped_raw,SlowText.started_mean,SlowText.started_raw,SlowText.started_std,SlowText.stopped_raw,polygon.started_mean,polygon.started_raw,polygon.started_std,polygon.stopped_mean,polygon.stopped_raw,polygon.stopped_std,order
A minute is infinite,i,1.0,1.0,1.0,0.0,'i',1.8136221170425415,1.8136221170425415,0.0,16.382469177246094,16.382469177246094,0.0,,16.86430549621582,16.86430549621582,0.0,,16.382469177246094,16.382469177246094,0.0,16.897796630859375,16.897796630859375,0.0,2.0
Space has an end,i,1.0,1.0,1.0,0.0,'i',2.83890700340271,2.83890700340271,0.0,23.3825740814209,23.3825740814209,0.0,,23.865863800048828,23.865863800048828,0.0,,23.3825740814209,23.3825740814209,0.0,23.882558822631836,23.882558822631836,0.0,4.0
Time  goes on forever,e,1.0,1.0,1.0,0.0,'e',1.6015812158584595,1.6015812158584595,0.0,12.498674392700195,12.498674392700195,0.0,,12.965415000915527,12.965415000915527,0.0,,12.498674392700195,12.498674392700195,0.0,12.998793601989746,12.998793601989746,0.0,0.0
Numbers are finite,i,1.0,1.0,1.0,0.0,'i',2.185944080352783,2.185944080352783,0.0,14.14816951751709,14.14816951751709,0.0,,14.632208824157715,14.632208824157715,0.0,,14.14816951751709,14.14816951751709,0.0,14.649395942687988,14.649395942687988,0.0,1.0
An inch cannot go on forever,e,1.0,1.0,1.0,0.0,'e',5.134737014770508,5.134737014770508,0.0,18.2150936126709,18.2150936126709,0.0,,18.69866943359375,18.69866943359375,0.0,,18.2150936126709,18.2150936126709,0.0,18.71584701538086,18.71584701538086,0.0,3.0

extraInfo
participant,213
session,001
date,2021_Nov_21_1213
expName,InfinityThesisTest5
psychopyVersion,2021.2.3
frameRate,60.05353391748575
