2.5372 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
13.4252 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1440, 900]. Using actual size
14.1025 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x1463ccba8>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x144eff780>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1440,  900]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
14.1029 	EXP 	window1: mouseVisible = True
14.1029 	EXP 	window1: recordFrameIntervals = False
14.2684 	EXP 	window1: recordFrameIntervals = True
14.4518 	EXP 	window1: recordFrameIntervals = False
15.3767 	EXP 	Created fixcross = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0.0, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='fixcross', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.1, 0.1]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
15.3999 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
15.4277 	EXP 	Imported InfinityThesisTest5.xlsx as conditions, 5 conditions, 2 params
15.4284 	EXP 	Created sequence: random, trialTypes=5, nReps=1, seed=None
15.4287 	EXP 	New trial (rep=0, index=0): {'Statement': 'Numbers are finite', 'Correct': 'i'}
15.5196 	EXP 	text: text = 'Numbers are finite'
15.5196 	EXP 	fixcross: autoDraw = True
16.0019 	EXP 	text: autoDraw = True
16.0177 	EXP 	fixcross: autoDraw = False
17.5747 	DATA 	Keypress: i
17.5874 	EXP 	New trial (rep=0, index=1): {'Statement': 'A minute is infinite', 'Correct': 'i'}
17.6014 	EXP 	fixcross: autoDraw = False
17.6014 	EXP 	text: autoDraw = False
17.6014 	EXP 	text: text = 'A minute is infinite'
17.6014 	EXP 	fixcross: autoDraw = True
18.0849 	EXP 	text: autoDraw = True
18.1017 	EXP 	fixcross: autoDraw = False
19.4371 	EXP 	New trial (rep=0, index=2): {'Statement': 'An inch cannot go on forever', 'Correct': 'e'}
19.4512 	DATA 	Keypress: i
19.4686 	EXP 	fixcross: autoDraw = False
19.4686 	EXP 	text: autoDraw = False
19.4686 	EXP 	text: text = 'An inch cannot go on forever'
19.4686 	EXP 	fixcross: autoDraw = True
19.9518 	EXP 	text: autoDraw = True
19.9683 	EXP 	fixcross: autoDraw = False
22.4204 	EXP 	New trial (rep=0, index=3): {'Statement': 'Time  goes on forever', 'Correct': 'e'}
22.4315 	DATA 	Keypress: e
22.4521 	EXP 	fixcross: autoDraw = False
22.4521 	EXP 	text: autoDraw = False
22.4521 	EXP 	text: text = 'Time  goes on forever'
22.4521 	EXP 	fixcross: autoDraw = True
22.9336 	EXP 	text: autoDraw = True
22.9686 	EXP 	fixcross: autoDraw = False
25.9554 	EXP 	New trial (rep=0, index=4): {'Statement': 'Space has an end', 'Correct': 'i'}
25.9683 	DATA 	Keypress: e
25.9859 	EXP 	fixcross: autoDraw = False
25.9859 	EXP 	text: autoDraw = False
25.9859 	EXP 	text: text = 'Space has an end'
25.9859 	EXP 	fixcross: autoDraw = True
26.4693 	EXP 	text: autoDraw = True
26.4857 	EXP 	fixcross: autoDraw = False
29.1583 	DATA 	Keypress: i
29.1692 	EXP 	fixcross: autoDraw = False
29.1692 	EXP 	text: autoDraw = False
29.4497 	EXP 	window1: mouseVisible = True
