SlowInstructions,Statement,Correct,SlowInstrLoop.thisRepN,SlowInstrLoop.thisTrialN,SlowInstrLoop.thisN,SlowInstrLoop.thisIndex,SlowLoop.thisRepN,SlowLoop.thisTrialN,SlowLoop.thisN,SlowLoop.thisIndex,SlowInstrText.started,SlowInstrText.stopped,SlowInstrKey.keys,SlowInstrKey.rt,SlowInstrKey.started,SlowInstrKey.stopped,polygon.started,polygon.stopped,SlowText.started,SlowText.stopped,SlowKey.keys,SlowKey.corr,SlowKey.rt,SlowKey.started,SlowKey.stopped,EndStudyText.started,EndStudyText.stopped,endstudykey.keys,endstudykey.rt,endstudykey.started,endstudykey.stopped,participant,session,date,expName,psychopyVersion,frameRate,
"You will be shown a total of 160 statements pertaining to mathematics, science, and social concepts. Your task is to determine whether each statement is true or false. Some statements will be difficult and some will be easier.  We do not expect you to know the correct answer for all 160 statements.  Press E to Continue",,,0,0,0,0,,,,,29.941751985112205,None,e,4.76815495104529,29.941751985112205,None,,,,,,,,,,,,,,,,211,001,2021_Nov_21_1211,InfinityThesisTest5,2021.2.3,60.0065414613916,
We urge you to try your best and take your time. Each statement will appear on your screen and you will have as much time as you need to decide if it is true or false. Press E to continue,,,0,1,1,1,,,,,34.75787129311357,None,e,3.19555581593886,34.75787129311357,None,,,,,,,,,,,,,,,,211,001,2021_Nov_21_1211,InfinityThesisTest5,2021.2.3,60.0065414613916,
"If the statement is true, you will press the “E” key on your keyboard with your left pointer finger; if the statement is false, you will press the “I” key on your keyboard with your right pointer finger. Press E to continue",,,0,2,2,2,,,,,38.00920003908686,None,e,3.1309992489404976,38.00920003908686,None,,,,,,,,,,,,,,,,211,001,2021_Nov_21_1211,InfinityThesisTest5,2021.2.3,60.0065414613916,
,Space has an end,i,,,,,0,0,0,1,,,,,,,41.20870989409741,41.70884592703078,41.69150152709335,None,i,1,3.2155330629320815,41.20870989409741,None,,,,,,,211,001,2021_Nov_21_1211,InfinityThesisTest5,2021.2.3,60.0065414613916,
,A minute is infinite,i,,,,,0,1,1,0,,,,,,,44.46007129806094,44.95994752808474,44.92666730110068,None,e,0,4.681160412961617,44.46007129806094,None,,,,,,,211,001,2021_Nov_21_1211,InfinityThesisTest5,2021.2.3,60.0065414613916,
,Numbers are finite,i,,,,,0,2,2,3,,,,,,,49.175410103052855,49.67653526109643,49.65845169010572,None,i,1,1.8284704210236669,49.175410103052855,None,,,,,,,211,001,2021_Nov_21_1211,InfinityThesisTest5,2021.2.3,60.0065414613916,
,An inch cannot go on forever,e,,,,,0,3,3,4,,,,,,,51.025724926032126,51.52711037301924,51.51037027302664,None,e,1,2.7769786280114204,51.025724926032126,None,,,,,,,211,001,2021_Nov_21_1211,InfinityThesisTest5,2021.2.3,60.0065414613916,
,Time  goes on forever,e,,,,,0,4,4,2,,,,,,,53.8442177970428,54.34414747811388,54.310340846073814,None,e,1,3.9538911030394956,53.8442177970428,None,,,,,,,211,001,2021_Nov_21_1211,InfinityThesisTest5,2021.2.3,60.0065414613916,
,,,,,,,,,,,,,,,,,,,,,,,,,,57.843475354020484,None,e,1.4680925509892404,57.843475354020484,None,211,001,2021_Nov_21_1211,InfinityThesisTest5,2021.2.3,60.0065414613916,
