Instructions,Statement,Correct,Instrloop.thisRepN,Instrloop.thisTrialN,Instrloop.thisN,Instrloop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Instr1.started,Instr1.stopped,InstrResponse.keys,InstrResponse.rt,InstrResponse.started,InstrResponse.stopped,Instr.started,Instr.stopped,EndInstr.keys,EndInstr.rt,EndInstr.started,EndInstr.stopped,Inst2.started,Inst2.stopped,Instr3.started,Instr3.stopped,EndInstr2.keys,EndInstr2.started,EndInstr2.stopped,EndInstr3.keys,EndInstr3.started,EndInstr3.stopped,fixcross.started,fixcross.stopped,text.started,text.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.started,key_resp.stopped,Timer.started,Timer.stopped,participant,session,date,expName,psychopyVersion,frameRate,
"You will be shown a total of 160 statements pertaining to mathematics, science, and social concepts. Your task is to determine whether each statement is true or false as quickly as possible without sacrificing accuracy. Some statements will be difficult and some will be easier.  We do not expect you to know the correct answer for all 160 statements. Press E to Continue",,,0,0,0,0,,,,,11.265339987003244,None,e,0.6218022709945217,13.247364458977245,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,001,2021_Nov_15_1341,InfinityThesisTest5,2021.2.3,59.8817366014028,
"Each statement will appear on your screen for 5 seconds and you will have those 5 seconds to decide if it is true or false before the next statement appears. There will be a timer on your screen and a reminder when you have 2 seconds remaining. If you do not respond, that answer will be considered incorrect and the task will move on to the next statement. Press E to continue",,,0,1,1,1,,,,,13.930838703992777,None,e,4.003806701977737,15.914724236004986,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,001,2021_Nov_15_1341,InfinityThesisTest5,2021.2.3,59.8817366014028,
"If the statement is true, you will press the “E” key on your keyboard with your left pointer finger; if the statement is false, you will press the “I” key on your keyboard with your right pointer finger. Press E to continue",,,0,2,2,2,,,,,19.964882976026274,None,e,2.9952189920004457,21.948251712019555,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,001,2021_Nov_15_1341,InfinityThesisTest5,2021.2.3,59.8817366014028,
,,,,,,,,,,,,,,,,,24.9649748490192,None,e,1.6547573549905792,26.949163847020827,None,,,,,,,,,,,,,,,,,,,,,,9,001,2021_Nov_15_1341,InfinityThesisTest5,2021.2.3,59.8817366014028,
,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,None,None,,,,,,,,,,,,,,,9,001,2021_Nov_15_1341,InfinityThesisTest5,2021.2.3,59.8817366014028,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,,,,,,,,,,,,9,001,2021_Nov_15_1341,InfinityThesisTest5,2021.2.3,59.8817366014028,
,An inch cannot go on forever,e,,,,,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,28.664926117053255,29.166126557975076,29.148702800041065,None,e,1,0.981236764928326,29.148702800041065,None,None,None,9,001,2021_Nov_15_1341,InfinityThesisTest5,2021.2.3,59.8817366014028,
,Time  goes on forever,e,,,,,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,30.15008321404457,30.649637468974106,30.632476020022295,None,e,1,0.05243750393856317,30.632476020022295,None,None,None,9,001,2021_Nov_15_1341,InfinityThesisTest5,2021.2.3,59.8817366014028,
,A minute is infinite,i,,,,,0,2,2,0,,,,,,,,,,,,,,,,,,,,,,,30.71610135503579,31.232391781988554,31.19809320906643,None,e,0,0.10762249992694706,31.19809320906643,None,None,None,9,001,2021_Nov_15_1341,InfinityThesisTest5,2021.2.3,59.8817366014028,
