SlowInstructions,SlowInstrLoop.thisRepN,SlowInstrLoop.thisTrialN,SlowInstrLoop.thisN,SlowInstrLoop.thisIndex,SlowInstrText.started,SlowInstrText.stopped,SlowInstrKey.keys,SlowInstrKey.rt,SlowInstrKey.started,SlowInstrKey.stopped,participant,date,expName,psychopyVersion,frameRate,
"You will be shown a total of 80 statements pertaining to mathematics, science, and social concepts. Your task is to determine whether each statement is true or false. Some statements will be difficult and some will be easier.  We do not expect you to know the correct answer for all 80 statements.  Press F to Continue",0,0,0,0,21.84026105399971,None,f,0.9872316560013132,21.84026105399971,None,0,2022_Feb_17_1313,slow,2021.2.3,59.81466080394066,
We urge you to try your best and take your time. Each statement will appear on your screen and you will have as much time as you need to decide if it is true or false. Press F to continue,0,1,1,1,22.89089247300035,None,f,0.2725568629994086,22.89089247300035,None,0,2022_Feb_17_1313,slow,2021.2.3,59.81466080394066,
"If the statement is true, you will press the “F” key on your keyboard with your left pointer finger; if the statement is false, you will press the “J” key on your keyboard with your right pointer finger. Press F to continue",0,2,2,2,23.22284957500051,None,f,0.22960647299987613,23.22284957500051,None,0,2022_Feb_17_1313,slow,2021.2.3,59.81466080394066,
"Prior to completing the study, you will complete 10 practice trials to familiarize yourself with the task. Your performance on these trials will determine your participation in the following study. Press 'F' to continue.",0,3,3,3,23.490125148000516,None,f,0.2622984829995403,23.490125148000516,None,0,2022_Feb_17_1313,slow,2021.2.3,59.81466080394066,
"If the statement is true, press the “F” key on your keyboard with your left pointer finger; if the statement is false, press the “J” key on your keyboard with your right pointer finger. Press F to continue",0,4,4,4,23.789479506000134,None,f,0.27296417499928793,23.789479506000134,None,0,2022_Feb_17_1313,slow,2021.2.3,59.81466080394066,
