SlowInstrKey.keys,SlowInstrKey.rt,SlowInstrLoop.thisRepN,SlowInstrLoop.thisTrialN,SlowInstrLoop.thisN,SlowInstrLoop.thisIndex,SlowInstrLoop.ran,SlowInstructions,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_5.keys,key_resp_5.corr,key_resp_5.rt,key_resp_4.keys,key_resp_4.rt,slowpracticeloop.thisRepN,slowpracticeloop.thisTrialN,slowpracticeloop.thisN,slowpracticeloop.thisIndex,slowpracticeloop.ran,practicetext,practicecorrect,key_resp_3.keys,key_resp_3.rt,SlowKey.keys,SlowKey.corr,SlowKey.rt,encouragekey.keys,SlowLoop.thisRepN,SlowLoop.thisTrialN,SlowLoop.thisN,SlowLoop.thisIndex,SlowLoop.ran,Statement,Correct,encouragekey.rt,endstudykey.keys
space,9.811,0,0,0,0,1,"You will be shown a total of 80 statements pertaining to mathematics, science, and social concepts. Your task is to determine whether each statement is true or false. Some statements will be difficult and some will be easier.  We do not expect you to know the correct answer for all 80 statements.  Press SPACE to Continue",6493,2022-04-06_15h57.54.451,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,62.03473945,,,,,,,,,,,,,,,,,,,,,,,,,,,
space,10.555,0,1,1,1,1,"We urge you to try your best and take your time. Each statement will appear on your screen and you will have 10 seconds to decide if it is true or false. You will hear a beep at 6 seconds that will prompt you to respond within the next 4 seconds. If you fail to respond within this time, the trial will be counted as incorrect and the next statement will appear. Press SPACE to continue",6493,2022-04-06_15h57.54.451,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,62.03473945,,,,,,,,,,,,,,,,,,,,,,,,,,,
space,13.626,0,2,2,2,1,"If the statement is true, you will press the “F” key on your keyboard with your left pointer finger; if the statement is false, you will press the “J” key on your keyboard with your right pointer finger. Press SPACE to continue",6493,2022-04-06_15h57.54.451,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,62.03473945,,,,,,,,,,,,,,,,,,,,,,,,,,,
space,1.807,0,3,3,3,1,Take your time and go slowly! You have 10 seconds to answer! Press SPACE to continue. ,6493,2022-04-06_15h57.54.451,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,62.03473945,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,6493,2022-04-06_15h57.54.451,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,62.03473945,f,1,2.048,space,5.244,0,0,0,4,1,Humans cannot breathe water,f,,,,,,,,,,,,,,,
,,,,,,,,6493,2022-04-06_15h57.54.451,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,62.03473945,f,1,2.01,space,0.738,0,1,1,2,1,Magenta is a color,f,,,,,,,,,,,,,,,
,,,,,,,,6493,2022-04-06_15h57.54.451,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,62.03473945,j,1,1.468,space,0.834,0,2,2,5,1,A truck is an animal,j,,,,,,,,,,,,,,,
,,,,,,,,6493,2022-04-06_15h57.54.451,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,62.03473945,j,1,1.366,space,0.685,0,3,3,6,1,Jupiter is the planet we live on,j,,,,,,,,,,,,,,,
,,,,,,,,6493,2022-04-06_15h57.54.451,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,62.03473945,f,1,1.809,space,0.754,0,4,4,3,1,A clock is used to tell time,f,,,,,,,,,,,,,,,
,,,,,,,,6493,2022-04-06_15h57.54.451,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,62.03473945,j,1,1.38,space,0.608,0,5,5,7,1,The Earth is a star,j,,,,,,,,,,,,,,,
,,,,,,,,6493,2022-04-06_15h57.54.451,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,62.03473945,f,1,1.297,space,0.463,0,6,6,0,1,A circle is a shape,f,,,,,,,,,,,,,,,
,,,,,,,,6493,2022-04-06_15h57.54.451,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,62.03473945,f,1,1.313,space,0.474,0,7,7,1,1,Dinosaurs are extinct,f,,,,,,,,,,,,,,,
,,,,,,,,6493,2022-04-06_15h57.54.451,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,62.03473945,j,1,1.185,space,0.554,0,8,8,8,1,Mississippi is a country,j,,,,,,,,,,,,,,,
