Statement,Correct,n,SlowKey.corr_mean,SlowKey.corr_raw,SlowKey.corr_std,SlowKey.keys_raw,SlowKey.rt_mean,SlowKey.rt_raw,SlowKey.rt_std,SlowKey.started_mean,SlowKey.started_raw,SlowKey.started_std,SlowKey.stopped_raw,SlowText.started_mean,SlowText.started_raw,SlowText.started_std,SlowText.stopped_raw,polygon.started_mean,polygon.started_raw,polygon.started_std,polygon.stopped_mean,polygon.stopped_raw,polygon.stopped_std,order
A minute is infinite,i,1.0,0.0,0.0,0.0,'e',2.453313112258911,2.453313112258911,0.0,51.267730712890625,51.267730712890625,0.0,,51.75160598754883,51.75160598754883,0.0,,51.267730712890625,51.267730712890625,0.0,51.7818489074707,51.7818489074707,0.0,3.0
Space has an end,i,1.0,0.0,0.0,0.0,'e',2.452301025390625,2.452301025390625,0.0,44.717159271240234,44.717159271240234,0.0,,45.16865539550781,45.16865539550781,0.0,,44.717159271240234,44.717159271240234,0.0,45.23451614379883,45.23451614379883,0.0,1.0
Time  goes on forever,e,1.0,1.0,1.0,0.0,'e',5.69476842880249,5.69476842880249,0.0,53.79094314575195,53.79094314575195,0.0,,54.23373794555664,54.23373794555664,0.0,,53.79094314575195,53.79094314575195,0.0,54.30148696899414,54.30148696899414,0.0,4.0
Numbers are finite,i,1.0,0.0,0.0,0.0,'e',4.019986629486084,4.019986629486084,0.0,47.21624755859375,47.21624755859375,0.0,,47.68461227416992,47.68461227416992,0.0,,47.21624755859375,47.21624755859375,0.0,47.73463439941406,47.73463439941406,0.0,2.0
An inch cannot go on forever,e,1.0,0.0,0.0,0.0,'i',2.3249404430389404,2.3249404430389404,0.0,42.33385467529297,42.33385467529297,0.0,,42.81576919555664,42.81576919555664,0.0,,42.33385467529297,42.33385467529297,0.0,42.850154876708984,42.850154876708984,0.0,0.0

extraInfo
participant,2120
session,001
date,2021_Nov_22_1020
expName,InfinityThesisTest5
psychopyVersion,2021.2.3
frameRate,None
