SlowInstrKey.keys,SlowInstrKey.rt,SlowInstrLoop.thisRepN,SlowInstrLoop.thisTrialN,SlowInstrLoop.thisN,SlowInstrLoop.thisIndex,SlowInstrLoop.ran,SlowInstructions,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_5.keys,key_resp_5.corr,key_resp_5.rt,key_resp_4.keys,key_resp_4.rt,slowpracticeloop.thisRepN,slowpracticeloop.thisTrialN,slowpracticeloop.thisN,slowpracticeloop.thisIndex,slowpracticeloop.ran,practicetext,practicecorrect,key_resp_3.keys,key_resp_3.rt,SlowKey.keys,SlowKey.corr,SlowKey.rt,encouragekey.keys,SlowLoop.thisRepN,SlowLoop.thisTrialN,SlowLoop.thisN,SlowLoop.thisIndex,SlowLoop.ran,Statement,Correct,encouragekey.rt,endstudykey.keys
space,9.4627,0,0,0,0,1,"You will be shown a total of 80 statements pertaining to mathematics, science, and social concepts. Your task is to determine whether each statement is true or false. Some statements will be difficult and some will be easier.  We do not expect you to know the correct answer for all 80 statements.  Press SPACE to Continue",4633,2022-04-06_16h01.41.846,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,59.84082341,,,,,,,,,,,,,,,,,,,,,,,,,,,
space,9.6088,0,1,1,1,1,"We urge you to try your best and take your time. Each statement will appear on your screen and you will have 10 seconds to decide if it is true or false. You will hear a beep at 6 seconds that will prompt you to respond within the next 4 seconds. If you fail to respond within this time, the trial will be counted as incorrect and the next statement will appear. Press SPACE to continue",4633,2022-04-06_16h01.41.846,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,59.84082341,,,,,,,,,,,,,,,,,,,,,,,,,,,
space,11.1421,0,2,2,2,1,"If the statement is true, you will press the “F” key on your keyboard with your left pointer finger; if the statement is false, you will press the “J” key on your keyboard with your right pointer finger. Press SPACE to continue",4633,2022-04-06_16h01.41.846,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,59.84082341,,,,,,,,,,,,,,,,,,,,,,,,,,,
space,2.6745,0,3,3,3,1,Take your time and go slowly! You have 10 seconds to answer! Press SPACE to continue. ,4633,2022-04-06_16h01.41.846,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,59.84082341,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,4633,2022-04-06_16h01.41.846,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,59.84082341,j,1,3.8869,space,1.2754,0,0,0,7,1,The Earth is a star,j,,,,,,,,,,,,,,,
,,,,,,,,4633,2022-04-06_16h01.41.846,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,59.84082341,f,1,3.0305,space,0.8906,0,1,1,4,1,Humans cannot breathe water,f,,,,,,,,,,,,,,,
,,,,,,,,4633,2022-04-06_16h01.41.846,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,59.84082341,j,1,2.0224,space,0.4851,0,2,2,6,1,Jupiter is the planet we live on,j,,,,,,,,,,,,,,,
,,,,,,,,4633,2022-04-06_16h01.41.846,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,59.84082341,f,1,1.9721,space,0.5525,0,3,3,2,1,Magenta is a color,f,,,,,,,,,,,,,,,
,,,,,,,,4633,2022-04-06_16h01.41.846,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,59.84082341,f,1,1.6322,space,0.3555,0,4,4,0,1,A circle is a shape,f,,,,,,,,,,,,,,,
,,,,,,,,4633,2022-04-06_16h01.41.846,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,59.84082341,j,1,1.5429,space,0.2699,0,5,5,5,1,A truck is an animal,j,,,,,,,,,,,,,,,
,,,,,,,,4633,2022-04-06_16h01.41.846,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,59.84082341,f,1,1.8385,space,0.3849,0,6,6,1,1,Dinosaurs are extinct,f,,,,,,,,,,,,,,,
,,,,,,,,4633,2022-04-06_16h01.41.846,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,59.84082341,f,1,1.4737,space,0.381,0,7,7,3,1,A clock is used to tell time,f,,,,,,,,,,,,,,,
,,,,,,,,4633,2022-04-06_16h01.41.846,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,59.84082341,j,1,1.3358,space,0.4353,0,8,8,9,1,Humans cannot eat food,j,,,,,,,,,,,,,,,
,,,,,,,,4633,2022-04-06_16h01.41.846,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,59.84082341,j,1,1.7719,space,0.3339,0,9,9,8,1,Mississippi is a country,j,,,,,,,,,,,,,,,
,,,,,,,,4633,2022-04-06_16h01.41.846,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,59.84082341,,,,space,0.6189,,,,,,,,space,5.3708,j,1,2.1043,,0,0,0,85,1,Thoughts are composed of matter,j,,
,,,,,,,,4633,2022-04-06_16h01.41.846,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,59.84082341,,,,space,0.607,,,,,,,,,,j,1,1.3093,,0,1,1,122,1,The Earth is a star,j,,
,,,,,,,,4633,2022-04-06_16h01.41.846,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,59.84082341,,,,space,0.5049,,,,,,,,,,f,1,1.2352,,0,2,2,107,1,A pencil is used to write,f,,
,,,,,,,,4633,2022-04-06_16h01.41.846,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,59.84082341,,,,space,0.5562,,,,,,,,,,f,1,2.6295,,0,3,3,105,1,There are fifty states in the United States,f,,
,,,,,,,,4633,2022-04-06_16h01.41.846,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,59.84082341,,,,space,0.4413,,,,,,,,,,f,1,3.8106,,0,4,4,44,1,The number five cannot go on forever,f,,
,,,,,,,,4633,2022-04-06_16h01.41.846,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,59.84082341,,,,space,0.4604,,,,,,,,,,j,1,1.6271,,0,5,5,5,1,A minute can go on forever,j,,
,,,,,,,,4633,2022-04-06_16h01.41.846,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,59.84082341,,,,space,0.7363,,,,,,,,,,j,0,3.9116,,0,6,6,17,1,Time is infinite,f,,
,,,,,,,,4633,2022-04-06_16h01.41.846,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,59.84082341,,,,space,0.3047,,,,,,,,,,j,1,1.9061,,0,7,7,116,1,Fish cannot swim in the ocean,j,,
,,,,,,,,4633,2022-04-06_16h01.41.846,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,59.84082341,,,,space,0.4908,,,,,,,,,,j,1,3.4729,,0,8,8,38,1,Numbers cannot always be further divided,j,,
,,,,,,,,4633,2022-04-06_16h01.41.846,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,59.84082341,,,,space,0.6589,,,,,,,,,,f,1,4.0611,,0,9,9,33,1,Numbers are infinite,f,,
,,,,,,,,4633,2022-04-06_16h01.41.846,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,59.84082341,,,,space,0.4793,,,,,,,,,,f,1,1.635,,0,10,10,102,1,The Earth is a planet,f,,
,,,,,,,,4633,2022-04-06_16h01.41.846,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,59.84082341,,,,space,0.4515,,,,,,,,,,f,1,1.404,,0,11,11,92,1,Dinosaurs are extinct,f,,
,,,,,,,,4633,2022-04-06_16h01.41.846,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,59.84082341,,,,space,0.6475,,,,,,,,,,j,1,2.3299,,0,12,12,84,1,Silence is composed of matter,j,,
,,,,,,,,4633,2022-04-06_16h01.41.846,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,59.84082341,,,,space,0.7917,,,,,,,,,,j,1,4.917,,0,13,13,16,1,Time is finite,j,,
,,,,,,,,4633,2022-04-06_16h01.41.846,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,59.84082341,,,,space,0.4746,,,,,,,,,,f,1,2.3803,,0,14,14,10,1,An inch has an end,f,,
,,,,,,,,4633,2022-04-06_16h01.41.846,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,59.84082341,,,,space,0.5528,,,,,,,,,,j,1,1.7382,,0,15,15,65,1,Shadows are composed of matter,j,,
,,,,,,,,4633,2022-04-06_16h01.41.846,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,59.84082341,,,,space,0.4718,,,,,,,,,,f,1,3.3598,,0,16,16,47,1,The number five can always be further divided,f,,
,,,,,,,,4633,2022-04-06_16h01.41.846,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,59.84082341,,,,space,0.4683,,,,,,,,,,f,1,1.856,,0,17,17,55,1,Concrete is composed of matter,f,,
,,,,,,,,4633,2022-04-06_16h01.41.846,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,59.84082341,,,,space,0.3514,,,,,,,,,,j,1,1.8893,,0,18,18,3,1,A minute is endless,j,,
,,,,,,,,4633,2022-04-06_16h01.41.846,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,59.84082341,,,,space,0.6702,,,,,,,,,,j,1,2.0904,,0,19,19,126,1,Humans can breathe water,j,,
,,,,,,,,4633,2022-04-06_16h01.41.846,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,59.84082341,,,,space,0.5565,,,,,,,,,,f,1,1.9366,,0,20,20,88,1,This sentence is written in English,f,,
,,,,,,,,4633,2022-04-06_16h01.41.846,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,59.84082341,,,,space,0.488,,,,,,,,,,f,1,1.859,,0,21,21,106,1,Humans cannot breathe water,f,,
,,,,,,,,4633,2022-04-06_16h01.41.846,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,59.84082341,,,,space,0.4349,,,,,,,,,,j,1,1.3383,,0,22,22,115,1,Yellow is an animal,j,,
,,,,,,,,4633,2022-04-06_16h01.41.846,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,59.84082341,,,,space,0.4355,,,,,,,,,,f,1,1.0537,,0,23,23,93,1,Magenta is a color,f,,
,,,,,,,,4633,2022-04-06_16h01.41.846,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,59.84082341,,,,space,0.6726,,,,,,,,,,j,1,4.3784,,0,24,24,6,1,A minute cannot always be further divided,j,,
,,,,,,,,4633,2022-04-06_16h01.41.846,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,59.84082341,,,,space,0.8214,,,,,,,,,,f,1,3.1107,,0,25,25,25,1,Space is infinite,f,,
,,,,,,,,4633,2022-04-06_16h01.41.846,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,59.84082341,,,,space,0.39,,,,,,,,,,j,1,1.6659,,0,26,26,43,1,The number five is endless,j,,
,,,,,,,,4633,2022-04-06_16h01.41.846,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,59.84082341,,,,space,0.468,,,,,,,,,,f,1,1.3537,,0,27,27,98,1,A clock is used to tell time,f,,
,,,,,,,,4633,2022-04-06_16h01.41.846,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,59.84082341,,,,space,0.366,,,,,,,,,,j,1,2.6553,,0,28,28,32,1,Numbers are finite,j,,
,,,,,,,,4633,2022-04-06_16h01.41.846,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,59.84082341,,,,space,0.3682,,,,,,,,,,j,1,1.5212,,0,29,29,9,1,An inch is infinite,j,,
,,,,,,,,4633,2022-04-06_16h01.41.846,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,59.84082341,,,,space,0.7907,,,,,,,,,,f,1,2.8576,,0,30,30,35,1,Numbers are endless,f,,
,,,,,,,,4633,2022-04-06_16h01.41.846,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,59.84082341,,,,space,0.4561,,,,,,,,,,f,1,1.9123,,0,31,31,0,1,A minute is finite,f,,
,,,,,,,,4633,2022-04-06_16h01.41.846,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,59.84082341,,,,space,0.6905,,,,,,,,,,f,1,1.8713,,0,32,32,68,1,Algae is alive,f,,
,,,,,,,,4633,2022-04-06_16h01.41.846,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,59.84082341,,,,space,0.4528,,,,,,,,,,f,1,1.3867,,0,33,33,104,1,The United States has a president,f,,
,,,,,,,,4633,2022-04-06_16h01.41.846,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,59.84082341,,,,space,0.5304,,,,,,,,,,f,1,1.5495,,0,34,34,100,1,A truck is a vehicle,f,,
,,,,,,,,4633,2022-04-06_16h01.41.846,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,59.84082341,,,,space,0.4203,,,,,,,,,,j,1,1.8185,,0,35,35,41,1,The number five is infinite,j,,
,,,,,,,,4633,2022-04-06_16h01.41.846,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,59.84082341,,,,space,0.5184,,,,,,,,,,f,1,1.2313,,0,36,36,49,1,Pelicans are alive,f,,
,,,,,,,,4633,2022-04-06_16h01.41.846,ImplicitInfinitySC-SLOWTASK,2021.2.3,MacIntel,59.84082341,,,,space,0.3514,,,,,,,,,,j,1,1.8545,,0,37,37,66,1,Music has a molecular structure,j,,
