Statement,Correct,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,fixcross.started,fixcross.stopped,text.started,text.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
None,None,0,0,0,0,17.120210141059943,17.620635461993515,17.587508063064888,None,e,0,3.1775157490046695,17.587508063064888,None,8,001,2021_Nov_14_1207,InfinityThesisTest5,2021.2.3,59.846522612226266,
