Statement,Correct,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,fixcross.started,fixcross.stopped,text.started,text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
Time is infinite,e,0,0,0,0,11.172399420058355,11.690196381066926,11.67512060306035,None,e,1.0055340209510177,11.67512060306035,None,4,001,2021_Nov_14_1109,InfinityThesisTest5,2021.2.3,59.90925818006943,
A minute is finite,e,0,1,1,4,12.72247293102555,13.223474040976726,13.206903103971854,None,e,0.5086717969970778,13.206903103971854,None,4,001,2021_Nov_14_1109,InfinityThesisTest5,2021.2.3,59.90925818006943,
An inch is endless,i,0,2,2,2,13.757150429999456,14.256929151015356,14.23990192799829,None,i,0.6854508189717308,14.23990192799829,None,4,001,2021_Nov_14_1109,InfinityThesisTest5,2021.2.3,59.90925818006943,
Space goes on forever,e,0,3,3,1,14.972815218032338,15.471887354971841,15.456294071045704,None,e,0.5661257390165702,15.456294071045704,None,4,001,2021_Nov_14_1109,InfinityThesisTest5,2021.2.3,59.90925818006943,
Numbers have an end,i,0,4,4,3,16.056420959997922,16.55715227406472,16.52356498898007,None,e,0.4928276640130207,16.52356498898007,None,4,001,2021_Nov_14_1109,InfinityThesisTest5,2021.2.3,59.90925818006943,
