Statement,Correct,n,SlowKey.corr_mean,SlowKey.corr_raw,SlowKey.corr_std,SlowKey.keys_raw,SlowKey.rt_mean,SlowKey.rt_raw,SlowKey.rt_std,SlowKey.started_mean,SlowKey.started_raw,SlowKey.started_std,SlowKey.stopped_raw,SlowText.started_mean,SlowText.started_raw,SlowText.started_std,SlowText.stopped_raw,polygon.started_mean,polygon.started_raw,polygon.started_std,polygon.stopped_mean,polygon.stopped_raw,polygon.stopped_std,order
A minute is infinite,i,1.0,1.0,1.0,0.0,'i',2.27569317817688,2.27569317817688,0.0,24.06275749206543,24.06275749206543,0.0,,24.545522689819336,24.545522689819336,0.0,,24.06275749206543,24.06275749206543,0.0,24.562353134155273,24.562353134155273,0.0,2.0
Space has an end,i,1.0,1.0,1.0,0.0,'i',2.201500415802002,2.201500415802002,0.0,39.980934143066406,39.980934143066406,0.0,,40.4635124206543,40.4635124206543,0.0,,39.980934143066406,39.980934143066406,0.0,40.480403900146484,40.480403900146484,0.0,4.0
Time  goes on forever,e,1.0,1.0,1.0,0.0,'e',1.5479363203048706,1.5479363203048706,0.0,22.4948673248291,22.4948673248291,0.0,,22.978694915771484,22.978694915771484,0.0,,22.4948673248291,22.4948673248291,0.0,22.995424270629883,22.995424270629883,0.0,1.0
Numbers are finite,i,1.0,1.0,1.0,0.0,'i',2.019979238510132,2.019979238510132,0.0,20.42877197265625,20.42877197265625,0.0,,20.911876678466797,20.911876678466797,0.0,,20.42877197265625,20.42877197265625,0.0,20.92874526977539,20.92874526977539,0.0,0.0
An inch cannot go on forever,e,1.0,0.0,0.0,0.0,'i',13.595577239990234,13.595577239990234,0.0,26.36220359802246,26.36220359802246,0.0,,26.845205307006836,26.845205307006836,0.0,,26.36220359802246,26.36220359802246,0.0,26.862232208251953,26.862232208251953,0.0,3.0

extraInfo
participant,0
session,001
date,2021_Nov_20_1157
expName,InfinityThesisTest5
psychopyVersion,2021.2.3
frameRate,60.31355559948422
