Statement,Correct,n,SlowKey.corr_mean,SlowKey.corr_raw,SlowKey.corr_std,SlowKey.keys_raw,SlowKey.rt_mean,SlowKey.rt_raw,SlowKey.rt_std,SlowKey.started_mean,SlowKey.started_raw,SlowKey.started_std,SlowKey.stopped_raw,SlowText.started_raw,SlowText.stopped_raw,polygon.started_mean,polygon.started_raw,polygon.started_std,polygon.stopped_raw,order
A minute is infinite,i,1.0,0.0,0.0,0.0,'e',0.6495370864868164,0.6495370864868164,0.0,59.52859878540039,59.52859878540039,0.0,,'60.01285',,59.52859878540039,59.52859878540039,0.0,'60.029232',0.0
Space has an end,i,1.0,0.0,0.0,0.0,'e',0.14389784634113312,0.14389784634113312,0.0,60.66309356689453,60.66309356689453,0.0,,,,60.66309356689453,60.66309356689453,0.0,,3.0
Time  goes on forever,e,1.0,1.0,1.0,0.0,'e',0.15650103986263275,0.15650103986263275,0.0,60.47944259643555,60.47944259643555,0.0,,,,60.47944259643555,60.47944259643555,0.0,,2.0
Numbers are finite,i,1.0,0.0,0.0,0.0,'e',0.256207674741745,0.256207674741745,0.0,60.195926666259766,60.195926666259766,0.0,,,,60.195926666259766,60.195926666259766,0.0,,1.0
An inch cannot go on forever,e,1.0,1.0,1.0,0.0,'e',0.6870098114013672,0.6870098114013672,0.0,60.828941345214844,60.828941345214844,0.0,,61.31286637589801,,60.828941345214844,60.828941345214844,0.0,61.32966154895257,4.0

extraInfo
participant,6
session,001
date,2021_Nov_20_1137
expName,InfinityThesisTest5
psychopyVersion,2021.2.3
frameRate,59.98949333639036
