Statement,Correct,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Instr.started,Instr.stopped,EndInstr.keys,EndInstr.rt,EndInstr.started,EndInstr.stopped,fixcross.started,fixcross.stopped,text.started,text.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,11.16234376304783,21.16357171908021,e,13.551514110993594,16.129472150001675,None,,,,,,,,,,12,001,2021_Nov_14_1423,InfinityThesisTest5,2021.2.3,60.23856155536696,
Time  goes on forever,e,0,0,0,2,,,,,,,29.7619855790399,30.26372992002871,30.230623074108735,None,e,1,2.532454253989272,30.230623074108735,None,12,001,2021_Nov_14_1423,InfinityThesisTest5,2021.2.3,60.23856155536696,
Numbers are finite,i,0,1,1,3,,,,,,,32.79560434410814,33.29735008906573,33.280451981001534,None,e,0,1.1665850669378415,33.280451981001534,None,12,001,2021_Nov_14_1423,InfinityThesisTest5,2021.2.3,60.23856155536696,
An inch cannot go on forever,e,0,2,2,4,,,,,,,34.48042321403045,34.981015753000975,34.963820115081035,None,i,0,1.6609492549905553,34.963820115081035,None,12,001,2021_Nov_14_1423,InfinityThesisTest5,2021.2.3,60.23856155536696,
Space has an end,i,0,3,3,1,,,,,,,36.66423160408158,37.16438359802123,37.147230834001675,None,i,1,1.452263299957849,37.147230834001675,None,12,001,2021_Nov_14_1423,InfinityThesisTest5,2021.2.3,60.23856155536696,
A minute is infinite,i,0,4,4,0,,,,,,,38.64762009505648,39.147327413083985,39.13133738306351,None,i,1,1.069064914016053,39.13133738306351,None,12,001,2021_Nov_14_1423,InfinityThesisTest5,2021.2.3,60.23856155536696,
