fixedcross.started,fixedcross.stopped,statement.started,statement.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
12.562480528024025,13.062393651052844,13.095538119028788,None,e,0.7732944829622284,13.095538119028788,None,22,001,2021_Nov_03_1651,softwaretest1,2021.2.3,59.91824311105113,
