FastInstructions,SpeededBlock.thisRepN,SpeededBlock.thisTrialN,SpeededBlock.thisN,SpeededBlock.thisIndex,Instrloop.thisRepN,Instrloop.thisTrialN,Instrloop.thisN,Instrloop.thisIndex,Instr1.started,Instr1.stopped,InstrResponse.keys,InstrResponse.rt,InstrResponse.started,InstrResponse.stopped,participant,session,date,expName,psychopyVersion,frameRate,
"You will be shown a total of 160 statements pertaining to mathematics, science, and social concepts. Your task is to determine whether each statement is true or false as quickly as possible without sacrificing accuracy. Some statements will be difficult and some will be easier.  We do not expect you to know the correct answer for all 160 statements.  Press E to Continue",0,0,0,0,0,0,0,0,10.064598431927152,None,e,1.588606970035471,12.04797871701885,None,9,001,2021_Nov_16_1616,InfinityThesisTest5,2021.2.3,59.86837697011793,
