Statement,Correct,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Instr.started,Instr.stopped,EndInstr.keys,EndInstr.rt,EndInstr.started,EndInstr.stopped,fixcross.started,fixcross.stopped,text.started,text.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.started,key_resp.stopped,Timer.started,Timer.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,14.128727722913027,None,e,3.581474118051119,19.09469913796056,None,,,,,,,,,,,,17,001,2021_Nov_14_1445,InfinityThesisTest5,2021.2.3,59.803042380765135,
A minute is infinite,i,0,0,0,0,,,,,,,22.728434490971267,23.22902659093961,23.21216352598276,None,i,1,0.47495284501928836,23.21216352598276,None,None,None,17,001,2021_Nov_14_1445,InfinityThesisTest5,2021.2.3,59.803042380765135,
Space has an end,i,0,1,1,1,,,,,,,23.729067524895072,24.22907442296855,24.21190462796949,None,e,0,0.3970348150469363,24.21190462796949,None,None,None,17,001,2021_Nov_14_1445,InfinityThesisTest5,2021.2.3,59.803042380765135,
Numbers are finite,i,0,2,2,3,,,,,,,24.645592776942067,25.14540228189435,25.129202502896078,None,e,0,0.3238360750256106,25.129202502896078,None,None,None,17,001,2021_Nov_14_1445,InfinityThesisTest5,2021.2.3,59.803042380765135,
An inch cannot go on forever,e,0,3,3,4,,,,,,,25.49594641593285,25.995901141897775,25.979042970924638,None,i,0,0.31773718004114926,25.979042970924638,None,None,None,17,001,2021_Nov_14_1445,InfinityThesisTest5,2021.2.3,59.803042380765135,
