SlowInstructions,Statement,Correct,SlowInstrLoop.thisRepN,SlowInstrLoop.thisTrialN,SlowInstrLoop.thisN,SlowInstrLoop.thisIndex,SlowLoop.thisRepN,SlowLoop.thisTrialN,SlowLoop.thisN,SlowLoop.thisIndex,SlowInstrText.started,SlowInstrText.stopped,SlowInstrKey.keys,SlowInstrKey.rt,SlowInstrKey.started,SlowInstrKey.stopped,polygon.started,polygon.stopped,SlowText.started,SlowText.stopped,SlowKey.keys,SlowKey.corr,SlowKey.rt,SlowKey.started,SlowKey.stopped,EndStudyText.started,EndStudyText.stopped,endstudykey.keys,endstudykey.rt,endstudykey.started,endstudykey.stopped,participant,session,date,expName,psychopyVersion,frameRate,
"You will be shown a total of 160 statements pertaining to mathematics, science, and social concepts. Your task is to determine whether each statement is true or false. Some statements will be difficult and some will be easier.  We do not expect you to know the correct answer for all 160 statements.  Press E to Continue",,,0,0,0,0,,,,,27.486289661959745,None,e,0.53496428206563,27.486289661959745,None,,,,,,,,,,,,,,,,214,001,2021_Nov_21_1214,InfinityThesisTest5,2021.2.3,60.02204933409673,
We urge you to try your best and take your time. Each statement will appear on your screen and you will have as much time as you need to decide if it is true or false. Press E to continue,,,0,1,1,1,,,,,28.06915946502704,None,e,0.7441268330439925,28.06915946502704,None,,,,,,,,,,,,,,,,214,001,2021_Nov_21_1214,InfinityThesisTest5,2021.2.3,60.02204933409673,
"If the statement is true, you will press the “E” key on your keyboard with your left pointer finger; if the statement is false, you will press the “I” key on your keyboard with your right pointer finger. Press E to continue",,,0,2,2,2,,,,,28.852727047982626,None,e,0.26947134896181524,28.852727047982626,None,,,,,,,,,,,,,,,,214,001,2021_Nov_21_1214,InfinityThesisTest5,2021.2.3,60.02204933409673,
,Numbers are finite,i,,,,,0,0,0,3,,,,,,,29.20192560798023,29.703913187026046,29.670281742000952,None,i,1,1.4552380689419806,29.20192560798023,None,,,,,,,214,001,2021_Nov_21_1214,InfinityThesisTest5,2021.2.3,60.02204933409673,
,Space has an end,i,,,,,0,1,1,1,,,,,,,30.701729663996957,31.203320106025785,31.186624013935216,None,i,1,1.7942602309631184,30.701729663996957,None,,,,,,,214,001,2021_Nov_21_1214,InfinityThesisTest5,2021.2.3,60.02204933409673,
,Time  goes on forever,e,,,,,0,2,2,2,,,,,,,32.535424269968644,33.03538755502086,33.02066438400652,None,e,1,1.8534471659222618,32.535424269968644,None,,,,,,,214,001,2021_Nov_21_1214,InfinityThesisTest5,2021.2.3,60.02204933409673,
,A minute is infinite,i,,,,,0,3,3,0,,,,,,,34.420245599001646,34.93703117896803,34.90249078103807,None,i,1,1.550535538000986,34.420245599001646,None,,,,,,,214,001,2021_Nov_21_1214,InfinityThesisTest5,2021.2.3,60.02204933409673,
,An inch cannot go on forever,e,,,,,0,4,4,4,,,,,,,36.02032569295261,36.52054621197749,36.50422373297624,None,e,1,4.497778352000751,36.02032569295261,None,,,,,,,214,001,2021_Nov_21_1214,InfinityThesisTest5,2021.2.3,60.02204933409673,
,,,,,,,,,,,,,,,,,,,,,,,,,,40.553233545972034,None,e,0.7647329310420901,40.553233545972034,None,214,001,2021_Nov_21_1214,InfinityThesisTest5,2021.2.3,60.02204933409673,
