SlowInstrKey.keys,SlowInstrKey.rt,SlowInstrLoop.thisRepN,SlowInstrLoop.thisTrialN,SlowInstrLoop.thisN,SlowInstrLoop.thisIndex,SlowInstrLoop.ran,SlowInstructions,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_5.keys,key_resp_5.corr,key_resp_5.rt,key_resp_4.keys,key_resp_4.rt,slowpracticeloop.thisRepN,slowpracticeloop.thisTrialN,slowpracticeloop.thisN,slowpracticeloop.thisIndex,slowpracticeloop.ran,practicetext,practicecorrect,key_resp_3.keys,key_resp_3.rt,SlowKey.keys,SlowKey.corr,SlowKey.rt,encouragekey.keys,SlowLoop.thisRepN,SlowLoop.thisTrialN,SlowLoop.thisN,SlowLoop.thisIndex,SlowLoop.ran,Statement,Correct,encouragekey.rt,endstudykey.keys
space,7.9178,0,0,0,0,1,"You will be shown a total of 80 statements pertaining to mathematics, science, and social concepts. Your task is to determine whether each statement is true or false. Some statements will be difficult and some will be easier.  We do not expect you to know the correct answer for all 80 statements.  Press SPACE to Continue",2379,2022-04-06_16h24.43.983,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,60.45949214,,,,,,,,,,,,,,,,,,,,,,,,,,,
space,8.4619,0,1,1,1,1,"We urge you to try your best and take your time. Each statement will appear on your screen and you will have 10 seconds to decide if it is true or false. You will hear a beep at 6 seconds that will prompt you to respond within the next 4 seconds. If you fail to respond within this time, the trial will be counted as incorrect and the next statement will appear. Press SPACE to continue",2379,2022-04-06_16h24.43.983,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,60.45949214,,,,,,,,,,,,,,,,,,,,,,,,,,,
space,13.2638,0,2,2,2,1,"If the statement is true, you will press the “F” key on your keyboard with your left pointer finger; if the statement is false, you will press the “J” key on your keyboard with your right pointer finger. Press SPACE to continue",2379,2022-04-06_16h24.43.983,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,60.45949214,,,,,,,,,,,,,,,,,,,,,,,,,,,
space,1.7033,0,3,3,3,1,Take your time and go slowly! You have 10 seconds to answer! Press SPACE to continue. ,2379,2022-04-06_16h24.43.983,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,60.45949214,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2379,2022-04-06_16h24.43.983,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,60.45949214,f,1,1.1288,space,1.4324,0,0,0,1,1,Dinosaurs are extinct,f,,,,,,,,,,,,,,,
,,,,,,,,2379,2022-04-06_16h24.43.983,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,60.45949214,j,1,1.2474,space,1.87,0,1,1,5,1,A truck is an animal,j,,,,,,,,,,,,,,,
,,,,,,,,2379,2022-04-06_16h24.43.983,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,60.45949214,f,1,1.1316,space,0.6487,0,2,2,0,1,A circle is a shape,f,,,,,,,,,,,,,,,
,,,,,,,,2379,2022-04-06_16h24.43.983,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,60.45949214,f,1,1.7455,space,1.0504,0,3,3,4,1,Humans cannot breathe water,f,,,,,,,,,,,,,,,
,,,,,,,,2379,2022-04-06_16h24.43.983,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,60.45949214,f,1,0.8476,space,0.6802,0,4,4,2,1,Magenta is a color,f,,,,,,,,,,,,,,,
,,,,,,,,2379,2022-04-06_16h24.43.983,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,60.45949214,f,1,0.7112,space,0.7327,0,5,5,3,1,A clock is used to tell time,f,,,,,,,,,,,,,,,
,,,,,,,,2379,2022-04-06_16h24.43.983,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,60.45949214,f,0,1.9137,space,2.4734,0,6,6,8,1,Mississippi is a country,j,,,,,,,,,,,,,,,
,,,,,,,,2379,2022-04-06_16h24.43.983,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,60.45949214,j,1,1.3579,space,1.0361,0,7,7,9,1,Humans cannot eat food,j,,,,,,,,,,,,,,,
,,,,,,,,2379,2022-04-06_16h24.43.983,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,60.45949214,j,1,1.1338,space,0.5841,0,8,8,6,1,Jupiter is the planet we live on,j,,,,,,,,,,,,,,,
,,,,,,,,2379,2022-04-06_16h24.43.983,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,60.45949214,f,0,1.6227,space,1.7428,0,9,9,7,1,The Earth is a star,j,,,,,,,,,,,,,,,
,,,,,,,,2379,2022-04-06_16h24.43.983,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,60.45949214,,,,space,0.7204,,,,,,,,space,5.3033,f,1,1.0351,,0,0,0,51,1,Tigers reproduce,f,,
,,,,,,,,2379,2022-04-06_16h24.43.983,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,60.45949214,,,,space,0.8415,,,,,,,,,,f,1,0.8421,,0,1,1,50,1,Turtles need nutrients,f,,
,,,,,,,,2379,2022-04-06_16h24.43.983,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,60.45949214,,,,space,0.7701,,,,,,,,,,f,0,1.774,,0,2,2,85,1,Thoughts are composed of matter,j,,
,,,,,,,,2379,2022-04-06_16h24.43.983,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,60.45949214,,,,space,2.3043,,,,,,,,,,j,1,1.3976,,0,3,3,80,1,Mittens need nutrients,j,,
,,,,,,,,2379,2022-04-06_16h24.43.983,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,60.45949214,,,,space,0.6834,,,,,,,,,,f,1,1.201,,0,4,4,76,1,Pollen has a molecular structure,f,,
,,,,,,,,2379,2022-04-06_16h24.43.983,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,60.45949214,,,,space,1.3547,,,,,,,,,,j,1,0.8657,,0,5,5,82,1,Stones reproduce,j,,
,,,,,,,,2379,2022-04-06_16h24.43.983,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,60.45949214,,,,space,2.4036,,,,,,,,,,j,0,1.7457,,0,6,6,0,1,A minute is finite,f,,
,,,,,,,,2379,2022-04-06_16h24.43.983,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,60.45949214,,,,space,0.782,,,,,,,,,,j,1,1.164,,0,7,7,115,1,Yellow is an animal,j,,
,,,,,,,,2379,2022-04-06_16h24.43.983,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,60.45949214,,,,space,0.6518,,,,,,,,,,f,1,1.2093,,0,8,8,68,1,Algae is alive,f,,
,,,,,,,,2379,2022-04-06_16h24.43.983,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,60.45949214,,,,space,0.735,,,,,,,,,,j,1,1.1938,,0,9,9,45,1,The number five can go on forever,j,,
,,,,,,,,2379,2022-04-06_16h24.43.983,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,60.45949214,,,,space,1.6234,,,,,,,,,,f,1,1.8837,,0,10,10,73,1,Bubbles can be put in a container,f,,
,,,,,,,,2379,2022-04-06_16h24.43.983,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,60.45949214,,,,space,1.1014,,,,,,,,,,j,1,0.7762,,0,11,11,78,1,Hammers are alive,j,,
,,,,,,,,2379,2022-04-06_16h24.43.983,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,60.45949214,,,,space,1.1572,,,,,,,,,,f,0,2.7553,,0,12,12,87,1,Dreams have a molecular structure,j,,
,,,,,,,,2379,2022-04-06_16h24.43.983,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,60.45949214,,,,space,0.985,,,,,,,,,,j,1,1.6314,,0,13,13,123,1,Mississippi is a country,j,,
,,,,,,,,2379,2022-04-06_16h24.43.983,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,60.45949214,,,,space,0.7523,,,,,,,,,,f,1,1.8314,,0,14,14,105,1,There are fifty states in the United States,f,,
,,,,,,,,2379,2022-04-06_16h24.43.983,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,60.45949214,,,,space,1.4549,,,,,,,,,,j,0,2.199,,0,15,15,103,1,The United States is a country,f,,
,,,,,,,,2379,2022-04-06_16h24.43.983,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,60.45949214,,,,space,0.9908,,,,,,,,,,j,1,1.1494,,0,16,16,109,1,A square is a color,j,,
,,,,,,,,2379,2022-04-06_16h24.43.983,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,60.45949214,,,,space,0.7696,,,,,,,,,,f,1,2.5187,,0,17,17,74,1,Foam is composed of matter,f,,
,,,,,,,,2379,2022-04-06_16h24.43.983,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,60.45949214,,,,space,0.9907,,,,,,,,,,f,1,1.7004,,0,18,18,25,1,Space is infinite,f,,
,,,,,,,,2379,2022-04-06_16h24.43.983,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,60.45949214,,,,space,0.9046,,,,,,,,,,j,1,0.9685,,0,19,19,113,1,Magenta is a shape,j,,
,,,,,,,,2379,2022-04-06_16h24.43.983,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,60.45949214,,,,space,0.8374,,,,,,,,,,j,1,1.1332,,0,20,20,13,1,An inch can go on forever,j,,
,,,,,,,,2379,2022-04-06_16h24.43.983,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,60.45949214,,,,space,1.0575,,,,,,,,,,f,0,1.7074,,0,21,21,18,1,Time has an end,j,,
,,,,,,,,2379,2022-04-06_16h24.43.983,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,60.45949214,,,,space,0.5345,,,,,,,,,,f,1,0.9548,,0,22,22,96,1,Fish can swim in the ocean,f,,
,,,,,,,,2379,2022-04-06_16h24.43.983,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,60.45949214,,,,space,0.9345,,,,,,,,,,f,1,1.1534,,0,23,23,71,1,Oaks reproduce,f,,
,,,,,,,,2379,2022-04-06_16h24.43.983,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,60.45949214,,,,space,0.7672,,,,,,,,,,f,1,0.8694,,0,24,24,91,1,A circle is a shape,f,,
,,,,,,,,2379,2022-04-06_16h24.43.983,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,60.45949214,,,,space,0.5851,,,,,,,,,,f,1,1.418,,0,25,25,55,1,Concrete is composed of matter,f,,
,,,,,,,,2379,2022-04-06_16h24.43.983,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,60.45949214,,,,space,0.7874,,,,,,,,,,f,1,1.6781,,0,26,26,17,1,Time is infinite,f,,
,,,,,,,,2379,2022-04-06_16h24.43.983,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,60.45949214,,,,space,0.5672,,,,,,,,,,j,1,0.8175,,0,27,27,61,1,Sailboats reproduce,j,,
,,,,,,,,2379,2022-04-06_16h24.43.983,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,60.45949214,,,,space,0.6598,,,,,,,,,,f,1,1.0428,,0,28,28,92,1,Dinosaurs are extinct,f,,
,,,,,,,,2379,2022-04-06_16h24.43.983,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,60.45949214,,,,space,0.5391,,,,,,,,,,f,1,1.1604,,0,29,29,21,1,Time can go on forever,f,,
,,,,,,,,2379,2022-04-06_16h24.43.983,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,60.45949214,,,,space,0.6407,,,,,,,,,,f,1,0.9695,,0,30,30,107,1,A pencil is used to write,f,,
,,,,,,,,2379,2022-04-06_16h24.43.983,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,60.45949214,,,,space,0.7369,,,,,,,,,,f,1,0.9162,,0,31,31,69,1,Bacteria are alive,f,,
,,,,,,,,2379,2022-04-06_16h24.43.983,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,60.45949214,,,,space,0.6014,,,,,,,,,,f,1,1.1008,,0,32,32,101,1,Jupiter is in our solar system,f,,
,,,,,,,,2379,2022-04-06_16h24.43.983,ImplicitInfinitySC-SLOWTASK,2021.2.3,Win32,60.45949214,,,,space,0.7359,,,,,,,,,,f,1,1.0002,,0,33,33,94,1,Orange is a color,f,,
