SlowInstructions,n,SlowInstrKey.keys_raw,SlowInstrKey.rt_mean,SlowInstrKey.rt_raw,SlowInstrKey.rt_std,SlowInstrKey.started_mean,SlowInstrKey.started_raw,SlowInstrKey.started_std,SlowInstrKey.stopped_raw,SlowInstrText.started_mean,SlowInstrText.started_raw,SlowInstrText.started_std,SlowInstrText.stopped_raw,order
"You will be shown a total of 160 statements pertaining to mathematics, science, and social concepts. Your task is to determine whether each statement is true or false. Some statements will be difficult and some will be easier.  We do not expect you to know the correct answer for all 160 statements.  Press E to Continue",1.0,'e',1.42169189453125,1.42169189453125,0.0,13.556089401245117,13.556089401245117,0.0,,13.556089401245117,13.556089401245117,0.0,,0.0
We urge you to try your best and take your time. Each statement will appear on your screen and you will have as much time as you need to decide if it is true or false. Press E to continue,1.0,'e',0.2603367567062378,0.2603367567062378,0.0,15.039395332336426,15.039395332336426,0.0,,15.039395332336426,15.039395332336426,0.0,,1.0
"If the statement is true, you will press the “E” key on your keyboard with your left pointer finger; if the statement is false, you will press the “I” key on your keyboard with your right pointer finger. Press E to continue",1.0,'e',0.20654988288879395,0.20654988288879395,0.0,15.339029312133789,15.339029312133789,0.0,,15.339029312133789,15.339029312133789,0.0,,2.0
"Prior to completing the study, you will complete 10 practice trials to familiarize yourself with the task. Your performance on these trials will determine your participation in the following study. ",1.0,'e',2.259770393371582,2.259770393371582,0.0,15.588641166687012,15.588641166687012,0.0,,15.588641166687012,15.588641166687012,0.0,,3.0
"If the statement is true, press the “E” key on your keyboard with your left pointer finger; if the statement is false, press the “I” key on your keyboard with your right pointer finger. Press E to continue",1.0,'e',1.9552057981491089,1.9552057981491089,0.0,17.889211654663086,17.889211654663086,0.0,,17.889211654663086,17.889211654663086,0.0,,4.0

extraInfo
participant,1
session,001
date,2021_Dec_30_1637
expName,InfinityThesisTest5
psychopyVersion,2021.2.3
frameRate,59.946681980473734
