Statement,Correct,n,SlowKey.corr_mean,SlowKey.corr_raw,SlowKey.corr_std,SlowKey.keys_raw,SlowKey.rt_mean,SlowKey.rt_raw,SlowKey.rt_std,SlowKey.started_mean,SlowKey.started_raw,SlowKey.started_std,SlowKey.stopped_raw,SlowText.started_mean,SlowText.started_raw,SlowText.started_std,SlowText.stopped_raw,polygon.started_mean,polygon.started_raw,polygon.started_std,polygon.stopped_mean,polygon.stopped_raw,polygon.stopped_std,order
A minute is infinite,i,1.0,1.0,1.0,0.0,'i',1.1546905040740967,1.1546905040740967,0.0,57.24301528930664,57.24301528930664,0.0,,57.725440979003906,57.725440979003906,0.0,,57.24301528930664,57.24301528930664,0.0,57.743648529052734,57.743648529052734,0.0,4.0
Space has an end,i,1.0,1.0,1.0,0.0,'i',0.8674428462982178,0.8674428462982178,0.0,51.75949478149414,51.75949478149414,0.0,,52.24266052246094,52.24266052246094,0.0,,51.75949478149414,51.75949478149414,0.0,52.258968353271484,52.258968353271484,0.0,1.0
Time  goes on forever,e,1.0,0.0,0.0,0.0,'i',28.83704948425293,28.83704948425293,0.0,22.873779296875,22.873779296875,0.0,,23.356643676757812,23.356643676757812,0.0,,22.873779296875,22.873779296875,0.0,23.3736572265625,23.3736572265625,0.0,0.0
Numbers are finite,i,1.0,1.0,1.0,0.0,'i',1.8777180910110474,1.8777180910110474,0.0,52.65931701660156,52.65931701660156,0.0,,53.14192581176758,53.14192581176758,0.0,,52.65931701660156,52.65931701660156,0.0,53.15871047973633,53.15871047973633,0.0,2.0
An inch cannot go on forever,e,1.0,0.0,0.0,0.0,'i',2.6548752784729004,2.6548752784729004,0.0,54.55990982055664,54.55990982055664,0.0,,55.042850494384766,55.042850494384766,0.0,,54.55990982055664,54.55990982055664,0.0,55.05889129638672,55.05889129638672,0.0,3.0

extraInfo
participant,0
session,001
date,2021_Nov_20_1202
expName,InfinityThesisTest5
psychopyVersion,2021.2.3
frameRate,60.16293216826174
