selectBlock,SlowInstructions,Statement,Correct,FastInstructions,Blockselectloop.thisRepN,Blockselectloop.thisTrialN,Blockselectloop.thisN,Blockselectloop.thisIndex,SpeededBlock.thisRepN,SpeededBlock.thisTrialN,SpeededBlock.thisN,SpeededBlock.thisIndex,SlowBlock.thisRepN,SlowBlock.thisTrialN,SlowBlock.thisN,SlowBlock.thisIndex,SlowInstrLoop.thisRepN,SlowInstrLoop.thisTrialN,SlowInstrLoop.thisN,SlowInstrLoop.thisIndex,SlowLoop.thisRepN,SlowLoop.thisTrialN,SlowLoop.thisN,SlowLoop.thisIndex,Instrloop.thisRepN,Instrloop.thisTrialN,Instrloop.thisN,Instrloop.thisIndex,FastLoop.thisRepN,FastLoop.thisTrialN,FastLoop.thisN,FastLoop.thisIndex,SlowInstrText.started,SlowInstrText.stopped,SlowInstrKey.keys,SlowInstrKey.rt,SlowInstrKey.started,SlowInstrKey.stopped,polygon.started,polygon.stopped,SlowText.started,SlowText.stopped,SlowKey.keys,SlowKey.corr,SlowKey.rt,SlowKey.started,SlowKey.stopped,Instr1.started,Instr1.stopped,InstrResponse.keys,InstrResponse.rt,InstrResponse.started,InstrResponse.stopped,fixcross.started,fixcross.stopped,Fasttext.started,Fasttext.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.started,key_resp.stopped,Timer.started,Timer.stopped,EndStudyText.started,EndStudyText.stopped,endstudykey.keys,endstudykey.rt,endstudykey.started,endstudykey.stopped,participant,session,date,expName,psychopyVersion,frameRate,
2,"You will be shown a total of 160 statements pertaining to mathematics, science, and social concepts. Your task is to determine whether each statement is true or false as quickly as possible without sacrificing accuracy. Some statements will be difficult and some will be easier.  We do not expect you to know the correct answer for all 160 statements.  Press E to Continue",,,,0,0,0,1,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,14.644923803047277,None,e,2.5323808720568195,14.644923803047277,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,001,2021_Nov_20_1157,InfinityThesisTest5,2021.2.3,60.31355559948422,
2,We urge you to try your best and take your time. Each statement will appear on your screen and you will have as much time as you need to decide if it is true or false. Press E to continue,,,,0,0,0,1,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,17.211290544946678,None,e,2.994533888064325,17.211290544946678,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,001,2021_Nov_20_1157,InfinityThesisTest5,2021.2.3,60.31355559948422,
2,"If the statement is true, you will press the “E” key on your keyboard with your left pointer finger; if the statement is false, you will press the “I” key on your keyboard with your right pointer finger. Press E to continue",,,,0,0,0,1,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,20.245111019001342,None,e,0.10070795402862132,20.245111019001342,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,001,2021_Nov_20_1157,InfinityThesisTest5,2021.2.3,60.31355559948422,
2,,Numbers are finite,i,,0,0,0,1,,,,,0,0,0,0,,,,,0,0,0,3,,,,,,,,,,,,,,,20.428772693965584,20.928745088051073,20.91187713900581,None,i,1,2.0199792589992285,20.428772693965584,None,,,,,,,,,,,,,,,,,,,,,,,,0,001,2021_Nov_20_1157,InfinityThesisTest5,2021.2.3,60.31355559948422,
2,,Time  goes on forever,e,,0,0,0,1,,,,,0,0,0,0,,,,,0,1,1,2,,,,,,,,,,,,,,,22.494868042995222,22.995423329994082,22.97869526199065,None,e,1,1.5479362760670483,22.494868042995222,None,,,,,,,,,,,,,,,,,,,,,,,,0,001,2021_Nov_20_1157,InfinityThesisTest5,2021.2.3,60.31355559948422,
2,,A minute is infinite,i,,0,0,0,1,,,,,0,0,0,0,,,,,0,2,2,0,,,,,,,,,,,,,,,24.062758418964222,24.562353951041587,24.54552214895375,None,i,1,2.2756930789910257,24.062758418964222,None,,,,,,,,,,,,,,,,,,,,,,,,0,001,2021_Nov_20_1157,InfinityThesisTest5,2021.2.3,60.31355559948422,
2,,An inch cannot go on forever,e,,0,0,0,1,,,,,0,0,0,0,,,,,0,3,3,4,,,,,,,,,,,,,,,26.362203215947375,26.86223309196066,26.845204881043173,None,i,0,13.595577163039707,26.362203215947375,None,,,,,,,,,,,,,,,,,,,,,,,,0,001,2021_Nov_20_1157,InfinityThesisTest5,2021.2.3,60.31355559948422,
2,,Space has an end,i,,0,0,0,1,,,,,0,0,0,0,,,,,0,4,4,1,,,,,,,,,,,,,,,39.98093250300735,40.48040570796002,40.46351221599616,None,i,1,2.2015003470005468,39.98093250300735,None,,,,,,,,,,,,,,,,,,,,,,,,0,001,2021_Nov_20_1157,InfinityThesisTest5,2021.2.3,60.31355559948422,
2,,,,,0,0,0,1,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,001,2021_Nov_20_1157,InfinityThesisTest5,2021.2.3,60.31355559948422,
1,,,,"You will be shown a total of 160 statements pertaining to mathematics, science, and social concepts. Your task is to determine whether each statement is true or false as quickly as possible without sacrificing accuracy. Some statements will be difficult and some will be easier.  We do not expect you to know the correct answer for all 160 statements.  Press E to Continue",0,1,1,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,42.280628278967924,None,e,0.5540329040959477,44.26353410305455,None,,,,,,,,,,,,,,,,,,0,001,2021_Nov_20_1157,InfinityThesisTest5,2021.2.3,60.31355559948422,
1,,,,"Each statement will appear on your screen for 5 seconds and you will have those 5 seconds to decide if it is true or false before the next statement appears. There will be a timer on your screen and a reminder when you have 2 seconds remaining. If you do not respond, that answer will be considered incorrect and the task will move on to the next statement. Press E to continue",0,1,1,0,0,0,0,0,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,44.88018404296599,None,e,1.3582175159826875,46.84797994897235,None,,,,,,,,,,,,,,,,,,0,001,2021_Nov_20_1157,InfinityThesisTest5,2021.2.3,60.31355559948422,
1,,,,"If the statement is true, you will press the “E” key on your keyboard with your left pointer finger; if the statement is false, you will press the “I” key on your keyboard with your right pointer finger. Press E to continue",0,1,1,0,0,0,0,0,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,48.24789347301703,None,e,0.7148554660379887,50.2313899139408,None,,,,,,,,,,,,,,,,,,0,001,2021_Nov_20_1157,InfinityThesisTest5,2021.2.3,60.31355559948422,
1,,Numbers are finite,i,,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,50.98236509994604,51.49772851995658,51.464468791964464,None,e,0,0.826532379956916,51.464468791964464,None,None,None,,,,,,,0,001,2021_Nov_20_1157,InfinityThesisTest5,2021.2.3,60.31355559948422,
1,,Time  goes on forever,e,,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,52.3153513079742,52.814927555038594,52.79826685402077,57.79851558303926,None,0,,52.79826685402077,None,55.798017886898016,55.99749975895975,,,,,,,0,001,2021_Nov_20_1157,InfinityThesisTest5,2021.2.3,60.31355559948422,
1,,An inch cannot go on forever,e,,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,0,2,2,4,,,,,,,,,,,,,,,,,,,,,,58.29804700193927,58.79839709098451,58.78201377799269,None,e,1,2.077314789989032,58.78201377799269,58.29804700193927,None,None,,,,,,,0,001,2021_Nov_20_1157,InfinityThesisTest5,2021.2.3,60.31355559948422,
1,,Space has an end,i,,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,0,3,3,1,,,,,,,,,,,,,,,,,,,,,,60.881803135969676,61.38156536896713,61.365520947030745,None,e,0,1.5776063799858093,61.365520947030745,None,None,None,,,,,,,0,001,2021_Nov_20_1157,InfinityThesisTest5,2021.2.3,60.31355559948422,
1,,A minute is infinite,i,,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,0,4,4,0,,,,,,,,,,,,,,,,,,,,,,62.96560124401003,63.46506701305043,63.44813579204492,None,i,1,1.3309656250057742,63.44813579204492,None,None,None,,,,,,,0,001,2021_Nov_20_1157,InfinityThesisTest5,2021.2.3,60.31355559948422,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.81534450897016,None,e,1.2707454619230703,64.81534450897016,None,0,001,2021_Nov_20_1157,InfinityThesisTest5,2021.2.3,60.31355559948422,
