trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Statement,Correct,Instr.started,Instr.stopped,EndInstr.keys,EndInstr.rt,EndInstr.started,EndInstr.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,13.552735258941539,None,e,3.8438047799281776,13.552735258941539,None,21,001,2021_Nov_14_1453,InfinityThesisTest5,2021.2.3,59.93304736898122,
