Statement,Correct,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Instr.started,Instr.stopped,EndInstr.keys,EndInstr.rt,EndInstr.started,EndInstr.stopped,fixcross.started,fixcross.stopped,text.started,text.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.started,key_resp.stopped,Timer.started,Timer.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,19.91626680700574,None,e,1.4290890210540965,19.91626680700574,None,,,,,,,,,,,,13,001,2021_Nov_15_1011,InfinityThesisTest5,2021.2.3,60.34994749078999,
An inch cannot go on forever,e,0,0,0,4,,,,,,,21.41644025198184,21.933523089042865,21.916813374031335,None,e,1,0.6476512979716063,21.916813374031335,None,None,None,13,001,2021_Nov_15_1011,InfinityThesisTest5,2021.2.3,60.34994749078999,
Time  goes on forever,e,0,1,1,2,,,,,,,22.5991905919509,23.10048674198333,23.083475749008358,None,e,1,0.409873453900218,23.083475749008358,None,None,None,13,001,2021_Nov_15_1011,InfinityThesisTest5,2021.2.3,60.34994749078999,
Numbers are finite,i,0,2,2,3,,,,,,,23.53334950900171,24.033208673936315,24.016572815016843,None,e,0,0.47681610099971294,24.016572815016843,None,None,None,13,001,2021_Nov_15_1011,InfinityThesisTest5,2021.2.3,60.34994749078999,
Space has an end,i,0,3,3,1,,,,,,,24.547251904034056,25.050447482964955,25.03376871999353,None,e,0,0.31295940303243697,25.03376871999353,None,None,None,13,001,2021_Nov_15_1011,InfinityThesisTest5,2021.2.3,60.34994749078999,
A minute is infinite,i,0,4,4,0,,,,,,,25.40049781301059,25.91357104596682,25.884230879950337,None,e,0,0.3786452680360526,25.884230879950337,None,None,None,13,001,2021_Nov_15_1011,InfinityThesisTest5,2021.2.3,60.34994749078999,
