Statement,Correct,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Instr.started,Instr.stopped,EndInstr.keys,EndInstr.rt,EndInstr.started,EndInstr.stopped,fixcross.started,fixcross.stopped,text.started,text.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.started,key_resp.stopped,Timer.started,Timer.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,13.155382491997443,None,e,4.487339479033835,13.155382491997443,None,,,,,,,,,,,,18,001,2021_Nov_14_1448,InfinityThesisTest5,2021.2.3,60.09389525059554,
Space has an end,i,0,0,0,1,,,,,,,17.705318368040025,18.20470150304027,18.173187477048486,None,e,0,0.3736828239634633,18.173187477048486,None,None,None,18,001,2021_Nov_14_1448,InfinityThesisTest5,2021.2.3,60.09389525059554,
An inch cannot go on forever,e,0,1,1,4,,,,,,,18.588694251026027,19.089563488960266,19.072388131986372,None,e,1,0.14735712099354714,19.072388131986372,None,None,None,18,001,2021_Nov_14_1448,InfinityThesisTest5,2021.2.3,60.09389525059554,
