SlowInstructions,Statement,Correct,SlowInstrLoop.thisRepN,SlowInstrLoop.thisTrialN,SlowInstrLoop.thisN,SlowInstrLoop.thisIndex,SlowLoop.thisRepN,SlowLoop.thisTrialN,SlowLoop.thisN,SlowLoop.thisIndex,SlowInstrText.started,SlowInstrText.stopped,SlowInstrKey.keys,SlowInstrKey.rt,SlowInstrKey.started,SlowInstrKey.stopped,polygon.started,polygon.stopped,SlowText.started,SlowText.stopped,SlowKey.keys,SlowKey.corr,SlowKey.rt,SlowKey.started,SlowKey.stopped,EndStudyText.started,EndStudyText.stopped,endstudykey.keys,endstudykey.rt,endstudykey.started,endstudykey.stopped,participant,session,date,expName,psychopyVersion,frameRate,
"You will be shown a total of 160 statements pertaining to mathematics, science, and social concepts. Your task is to determine whether each statement is true or false. Some statements will be difficult and some will be easier.  We do not expect you to know the correct answer for all 160 statements.  Press E to Continue",,,0,0,0,0,,,,,31.799071677029133,None,e,7.229891557013616,31.799071677029133,None,,,,,,,,,,,,,,,,2120,001,2021_Nov_22_1020,InfinityThesisTest5,2021.2.3,None,
We urge you to try your best and take your time. Each statement will appear on your screen and you will have as much time as you need to decide if it is true or false. Press E to continue,,,0,1,1,1,,,,,39.083844334003516,None,e,1.200705393915996,39.083844334003516,None,,,,,,,,,,,,,,,,2120,001,2021_Nov_22_1020,InfinityThesisTest5,2021.2.3,None,
"If the statement is true, you will press the “E” key on your keyboard with your left pointer finger; if the statement is false, you will press the “I” key on your keyboard with your right pointer finger. Press E to continue",,,0,2,2,2,,,,,40.33334670600016,None,e,1.8433537990786135,40.33334670600016,None,,,,,,,,,,,,,,,,2120,001,2021_Nov_22_1020,InfinityThesisTest5,2021.2.3,None,
,An inch cannot go on forever,e,,,,,0,0,0,4,,,,,,,42.333853511023335,42.85015418508556,42.81577006110456,None,i,0,2.324940560036339,42.333853511023335,None,,,,,,,2120,001,2021_Nov_22_1020,InfinityThesisTest5,2021.2.3,None,
,Space has an end,i,,,,,0,1,1,1,,,,,,,44.71715955703985,45.23451783100609,45.16865664708894,None,e,0,2.4523009889526293,44.71715955703985,None,,,,,,,2120,001,2021_Nov_22_1020,InfinityThesisTest5,2021.2.3,None,
,Numbers are finite,i,,,,,0,2,2,3,,,,,,,47.21624816406984,47.73463573702611,47.684613641002215,None,e,0,4.019986822968349,47.21624816406984,None,,,,,,,2120,001,2021_Nov_22_1020,InfinityThesisTest5,2021.2.3,None,
,A minute is infinite,i,,,,,0,3,3,0,,,,,,,51.267730024061166,51.78184907708783,51.751604492077604,None,e,0,2.4533132100477815,51.267730024061166,None,,,,,,,2120,001,2021_Nov_22_1020,InfinityThesisTest5,2021.2.3,None,
,Time  goes on forever,e,,,,,0,4,4,2,,,,,,,53.790942255058326,54.30148614908103,54.233736350084655,None,e,1,5.69476837804541,53.790942255058326,None,,,,,,,2120,001,2021_Nov_22_1020,InfinityThesisTest5,2021.2.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,59.53494022099767,None,e,1.0288539519533515,59.53494022099767,None,2120,001,2021_Nov_22_1020,InfinityThesisTest5,2021.2.3,None,
