SlowInstructions,Statement,Correct,SlowInstrLoop.thisRepN,SlowInstrLoop.thisTrialN,SlowInstrLoop.thisN,SlowInstrLoop.thisIndex,SlowLoop.thisRepN,SlowLoop.thisTrialN,SlowLoop.thisN,SlowLoop.thisIndex,SlowInstrText.started,SlowInstrText.stopped,SlowInstrKey.keys,SlowInstrKey.rt,SlowInstrKey.started,SlowInstrKey.stopped,polygon.started,polygon.stopped,SlowText.started,SlowText.stopped,SlowKey.keys,SlowKey.corr,SlowKey.rt,SlowKey.started,SlowKey.stopped,EndStudyText.started,EndStudyText.stopped,endstudykey.keys,endstudykey.rt,endstudykey.started,endstudykey.stopped,participant,session,date,expName,psychopyVersion,frameRate,
"You will be shown a total of 160 statements pertaining to mathematics, science, and social concepts. Your task is to determine whether each statement is true or false. Some statements will be difficult and some will be easier.  We do not expect you to know the correct answer for all 160 statements.  Press E to Continue",,,0,0,0,0,,,,,15.955387789057568,None,e,1.0943342130631208,15.955387789057568,None,,,,,,,,,,,,,,,,001,001,2021_Nov_20_1523,InfinityThesisTest5,2021.2.3,60.033225407471896,
We urge you to try your best and take your time. Each statement will appear on your screen and you will have as much time as you need to decide if it is true or false. Press E to continue,,,0,1,1,1,,,,,17.08862760500051,None,e,1.1631382839987054,17.08862760500051,None,,,,,,,,,,,,,,,,001,001,2021_Nov_20_1523,InfinityThesisTest5,2021.2.3,60.033225407471896,
"If the statement is true, you will press the “E” key on your keyboard with your left pointer finger; if the statement is false, you will press the “I” key on your keyboard with your right pointer finger. Press E to continue",,,0,2,2,2,,,,,18.290065882029012,None,e,0.9698284470941871,18.290065882029012,None,,,,,,,,,,,,,,,,001,001,2021_Nov_20_1523,InfinityThesisTest5,2021.2.3,60.033225407471896,
,Space has an end,i,,,,,0,0,0,1,,,,,,,19.322559419088066,19.82179736508988,19.805242120055482,None,i,1,1.4568741039838642,19.322559419088066,None,,,,,,,001,001,2021_Nov_20_1523,InfinityThesisTest5,2021.2.3,60.033225407471896,
,An inch cannot go on forever,e,,,,,0,1,1,4,,,,,,,20.82167127809953,21.323406847077422,21.289282096084207,None,e,1,2.053725174977444,20.82167127809953,None,,,,,,,001,001,2021_Nov_20_1523,InfinityThesisTest5,2021.2.3,60.033225407471896,
,Time  goes on forever,e,,,,,0,2,2,2,,,,,,,22.921645021997392,23.421918809995987,23.40516073210165,None,e,1,1.7688495729817078,22.921645021997392,None,,,,,,,001,001,2021_Nov_20_1523,InfinityThesisTest5,2021.2.3,60.033225407471896,
,A minute is infinite,i,,,,,0,3,3,0,,,,,,,24.706745994044468,25.20721359702293,25.19011465506628,None,i,1,1.6365604019956663,24.706745994044468,None,,,,,,,001,001,2021_Nov_20_1523,InfinityThesisTest5,2021.2.3,60.033225407471896,
,Numbers are finite,i,,,,,0,4,4,3,,,,,,,26.390099025098607,26.890629227040336,26.87381203309633,None,i,1,4.01498881704174,26.390099025098607,None,,,,,,,001,001,2021_Nov_20_1523,InfinityThesisTest5,2021.2.3,60.033225407471896,
,,,,,,,,,,,,,,,,,,,,,,,,,,30.439891908084974,None,e,1.1491870109457523,30.439891908084974,None,001,001,2021_Nov_20_1523,InfinityThesisTest5,2021.2.3,60.033225407471896,
