Statement,Correct,n,SlowKey.corr_mean,SlowKey.corr_raw,SlowKey.corr_std,SlowKey.keys_raw,SlowKey.rt_mean,SlowKey.rt_raw,SlowKey.rt_std,SlowKey.started_mean,SlowKey.started_raw,SlowKey.started_std,SlowKey.stopped_raw,SlowText.started_mean,SlowText.started_raw,SlowText.started_std,SlowText.stopped_raw,polygon.started_mean,polygon.started_raw,polygon.started_std,polygon.stopped_mean,polygon.stopped_raw,polygon.stopped_std,order
A minute is infinite,i,1.0,1.0,1.0,0.0,'i',1.433260202407837,1.433260202407837,0.0,15.999129295349121,15.999129295349121,0.0,,16.4827823638916,16.4827823638916,0.0,,15.999129295349121,15.999129295349121,0.0,16.498905181884766,16.498905181884766,0.0,2.0
Space has an end,i,1.0,1.0,1.0,0.0,'i',1.834441065788269,1.834441065788269,0.0,12.331886291503906,12.331886291503906,0.0,,12.815215110778809,12.815215110778809,0.0,,12.331886291503906,12.331886291503906,0.0,12.831989288330078,12.831989288330078,0.0,0.0
Time  goes on forever,e,1.0,1.0,1.0,0.0,'e',1.7753212451934814,1.7753212451934814,0.0,14.198891639709473,14.198891639709473,0.0,,14.699053764343262,14.699053764343262,0.0,,14.198891639709473,14.198891639709473,0.0,14.71612548828125,14.71612548828125,0.0,1.0
Numbers are finite,i,1.0,1.0,1.0,0.0,'i',1.7203242778778076,1.7203242778778076,0.0,17.465818405151367,17.465818405151367,0.0,,17.93285369873047,17.93285369873047,0.0,,17.465818405151367,17.465818405151367,0.0,17.966106414794922,17.966106414794922,0.0,3.0
An inch cannot go on forever,e,1.0,1.0,1.0,0.0,'e',2.867833375930786,2.867833375930786,0.0,19.233055114746094,19.233055114746094,0.0,,19.71651840209961,19.71651840209961,0.0,,19.233055114746094,19.233055114746094,0.0,19.73291778564453,19.73291778564453,0.0,4.0

extraInfo
participant,215
session,001
date,2021_Nov_21_1214
expName,InfinityThesisTest5
psychopyVersion,2021.2.3
frameRate,60.22183361558391
