fixcross.started,fixcross.stopped,text.started,text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
14.483001021086238,14.983485970995389,14.96691996010486,None,e,1.7954638180090114,14.96691996010486,None,2,001,2021_Nov_14_1052,InfinityThesisTest5,2021.2.3,60.3750430078814,
