Statement,Correct,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Instr.started,Instr.stopped,EndInstr.keys,EndInstr.rt,EndInstr.started,EndInstr.stopped,fixcross.started,fixcross.stopped,text.started,text.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.started,key_resp.stopped,Timer.started,Timer.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,11.553231001016684,None,e,2.4686361409258097,11.553231001016684,None,,,,,,,,,,,,22,001,2021_Nov_14_1454,InfinityThesisTest5,2021.2.3,60.316728572792286,
An inch cannot go on forever,e,0,0,0,4,,,,,,,14.086426684982143,14.586296444060281,14.570062522077933,None,e,1,3.1936398380203173,14.570062522077933,None,17.569322510238273,None,22,001,2021_Nov_14_1454,InfinityThesisTest5,2021.2.3,60.316728572792286,
Time  goes on forever,e,0,1,1,2,,,,,,,17.803106559091248,18.30379128700588,18.26980289898347,None,e,1,1.9876679410226643,18.26980289898347,None,None,None,22,001,2021_Nov_14_1454,InfinityThesisTest5,2021.2.3,60.316728572792286,
Numbers are finite,i,0,2,2,3,,,,,,,20.30330406909343,20.803519646986388,20.786195422988385,None,i,1,1.5332552730105817,20.786195422988385,None,None,None,22,001,2021_Nov_14_1454,InfinityThesisTest5,2021.2.3,60.316728572792286,
A minute is infinite,i,0,3,3,0,,,,,,,22.337139412993565,22.83762274007313,22.820554694044404,None,i,1,2.1926361359655857,22.820554694044404,None,None,None,22,001,2021_Nov_14_1454,InfinityThesisTest5,2021.2.3,60.316728572792286,
Space has an end,i,0,4,4,1,,,,,,,25.03779829503037,25.554283515084535,25.520145988091826,None,i,1,1.8459159350022674,25.520145988091826,None,None,None,22,001,2021_Nov_14_1454,InfinityThesisTest5,2021.2.3,60.316728572792286,
