fixcross.started,fixcross.stopped,text.started,text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
20.266135292011313,20.765818909043446,20.749121950007975,None,e,0.7349002551054582,20.749121950007975,None,1,001,2021_Nov_14_1050,InfinityThesisTest5,2021.2.3,60.330271914637386,
