Statement,Correct,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Instr.started,Instr.stopped,EndInstr.keys,EndInstr.rt,EndInstr.started,EndInstr.stopped,fixcross.started,fixcross.stopped,text.started,text.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.started,key_resp.stopped,Timer.started,Timer.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,25.429151233984157,None,e,0.9385652709752321,25.429151233984157,None,,,,,,,,,,,,14,001,2021_Nov_15_1018,InfinityThesisTest5,2021.2.3,None,
A minute is infinite,i,0,0,0,0,,,,,,,26.445536509971134,26.962390703032725,26.94638570502866,None,e,0,2.7710965239675716,26.94638570502866,None,None,None,14,001,2021_Nov_15_1018,InfinityThesisTest5,2021.2.3,None,
An inch cannot go on forever,e,0,1,1,4,,,,,,,29.778842431027442,30.295186746050604,30.24560416501481,35.7580968439579,e,1,9.027406078064814,30.24560416501481,None,33.2612918737034,None,14,001,2021_Nov_15_1018,InfinityThesisTest5,2021.2.3,None,
Space has an end,i,0,2,2,1,,,,,,,39.326207534992136,39.82911903702188,39.81337008695118,45.31457792199217,e,0,7.211277946946211,39.81337008695118,None,42.797270546729365,None,14,001,2021_Nov_15_1018,InfinityThesisTest5,2021.2.3,None,
Time  goes on forever,e,0,3,3,2,,,,,,,47.06394811603241,47.56376213405747,47.548926741001196,None,e,1,4.01417160499841,47.548926741001196,None,50.544841303668605,None,14,001,2021_Nov_15_1018,InfinityThesisTest5,2021.2.3,None,
Numbers are finite,i,0,4,4,3,,,,,,,51.61412720498629,52.130416193045676,52.0944500870537,None,e,0,0.9036880430066958,52.0944500870537,None,None,None,14,001,2021_Nov_15_1018,InfinityThesisTest5,2021.2.3,None,
