selectBlock,FastInstructions,Statement,Correct,Blockselectloop.thisRepN,Blockselectloop.thisTrialN,Blockselectloop.thisN,Blockselectloop.thisIndex,SpeededBlock.thisRepN,SpeededBlock.thisTrialN,SpeededBlock.thisN,SpeededBlock.thisIndex,Instrloop.thisRepN,Instrloop.thisTrialN,Instrloop.thisN,Instrloop.thisIndex,FastLoop.thisRepN,FastLoop.thisTrialN,FastLoop.thisN,FastLoop.thisIndex,SlowBlock.thisRepN,SlowBlock.thisTrialN,SlowBlock.thisN,SlowBlock.thisIndex,SlowInstrLoop.thisRepN,SlowInstrLoop.thisTrialN,SlowInstrLoop.thisN,SlowInstrLoop.thisIndex,Instr1.started,Instr1.stopped,InstrResponse.keys,InstrResponse.rt,InstrResponse.started,InstrResponse.stopped,fixcross.started,fixcross.stopped,Fasttext.started,Fasttext.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.started,key_resp.stopped,Timer.started,Timer.stopped,participant,session,date,expName,psychopyVersion,frameRate,
1,"You will be shown a total of 160 statements pertaining to mathematics, science, and social concepts. Your task is to determine whether each statement is true or false as quickly as possible without sacrificing accuracy. Some statements will be difficult and some will be easier.  We do not expect you to know the correct answer for all 160 statements.  Press E to Continue",,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,13.909159637056291,None,e,1.058750743046403,15.875106195104308,None,,,,,,,,,,,,0,001,2021_Nov_20_1158,InfinityThesisTest5,2021.2.3,59.88339720058978,
1,"Each statement will appear on your screen for 5 seconds and you will have those 5 seconds to decide if it is true or false before the next statement appears. There will be a timer on your screen and a reminder when you have 2 seconds remaining. If you do not respond, that answer will be considered incorrect and the task will move on to the next statement. Press E to continue",,,0,0,0,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,16.9915607169969,None,e,0.801401479053311,18.975108824088238,None,,,,,,,,,,,,0,001,2021_Nov_20_1158,InfinityThesisTest5,2021.2.3,59.88339720058978,
1,"If the statement is true, you will press the “E” key on your keyboard with your left pointer finger; if the statement is false, you will press the “I” key on your keyboard with your right pointer finger. Press E to continue",,,0,0,0,0,0,0,0,0,0,2,2,2,,,,,,,,,,,,,19.825899115996435,None,e,0.9443566399859264,21.808967208024114,None,,,,,,,,,,,,0,001,2021_Nov_20_1158,InfinityThesisTest5,2021.2.3,59.88339720058978,
1,,An inch cannot go on forever,e,0,0,0,0,0,0,0,0,,,,,0,0,0,4,,,,,,,,,,,,,,,22.841954383067787,23.342617619084194,23.308709308039397,None,e,1,0.5427728350041434,23.308709308039397,None,None,None,0,001,2021_Nov_20_1158,InfinityThesisTest5,2021.2.3,59.88339720058978,
1,,Numbers are finite,i,0,0,0,0,0,0,0,0,,,,,0,1,1,3,,,,,,,,,,,,,,,23.892862266045995,24.393207991030067,24.37583535409067,None,e,0,0.23041867499705404,24.37583535409067,None,None,None,0,001,2021_Nov_20_1158,InfinityThesisTest5,2021.2.3,59.88339720058978,
1,,Space has an end,i,0,0,0,0,0,0,0,0,,,,,0,2,2,1,,,,,,,,,,,,,,,24.6415446260944,25.142566472059116,25.125273780082352,30.126824021106586,None,0,,25.125273780082352,None,28.126312391331886,None,0,001,2021_Nov_20_1158,InfinityThesisTest5,2021.2.3,59.88339720058978,
1,,Time  goes on forever,e,0,0,0,0,0,0,0,0,,,,,0,3,3,2,,,,,,,,,,,,,,,30.62659685499966,31.126718523097225,31.110341423074715,None,e,1,0.3344814939191565,31.110341423074715,30.62659685499966,None,None,0,001,2021_Nov_20_1158,InfinityThesisTest5,2021.2.3,59.88339720058978,
1,,A minute is infinite,i,0,0,0,0,0,0,0,0,,,,,0,4,4,0,,,,,,,,,,,,,,,31.476723318104632,31.9772570830537,31.959247084101662,None,e,0,0.23272374703083187,31.959247084101662,None,None,None,0,001,2021_Nov_20_1158,InfinityThesisTest5,2021.2.3,59.88339720058978,
